Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Population ages 15-64, total",SP.POP.1564.TO,Oman,OMN,296366,301099,305794,309747,313029,316814,321291,326131,331353,336965,342963,349407,356295,363701,375244,391412,410081,431799,455891,481651,508499,536884,567292,599160,631718,673516,726051,781915,841127,903375,968275,1035450,1104515,1173521,1220950,1249024,1279441,1311809,1345587,1380150,1415181,1450582,1486017,1521747,1569347,1628987,1688833,1747274,1803230,1855982,2033368,2335527,2634152,2876618,3020714,3152203,3312124,3412039,3424792,3372751,3253083,3184195,3213224,3259971
"Population ages 15-64, total",SP.POP.1564.TO,Other small states,OSS,3139816,3183518,3242174,3304986,3371145,3435598,3495759,3553557,3612344,3675159,3743852,3819674,3900304,3984687,4067176,4151433,4242648,4338776,4435073,4532877,4630989,4724853,4817367,4906980,4996594,5093579,5193306,5294496,5399602,5503992,5612780,5727996,5781790,5821626,5877963,5939971,6038881,6153561,6277270,6417862,6554071,6676438,6798851,6926616,7076795,7244236,7417156,7595253,7774319,7944756,8076554,8164837,8266741,8383449,8505443,8638910,8774428,8916621,9049519,9157260,9230682,9298184,9408530,9510757
"Population ages 15-64, total",SP.POP.1564.TO,Pacific island small states,PSS,453716,466092,479110,492891,507424,522292,536825,551149,565903,581607,597906,613713,629515,646129,663560,681842,701223,721591,742280,762723,783544,805229,826968,848746,870693,892443,912807,931595,948995,965181,981420,996436,1011177,1027464,1044310,1061445,1080746,1103487,1127838,1152329,1176226,1198907,1220852,1242595,1264035,1285292,1306721,1327850,1347661,1366352,1384737,1402505,1419432,1435967,1452199,1468515,1485260,1501982,1518563,1535358,1555816,1580319,1606016,1632891
"Population ages 15-64, total",SP.POP.1564.TO,Pakistan,PAK,25570261,26133187,26647273,27161552,27670855,28180458,28719980,29316689,29970029,30679820,31445393,32210002,33010766,33909280,34880089,35943866,37105910,38347308,39657595,41170488,43146027,45403275,47475600,49186474,50537029,52006725,53753217,55560118,57392380,59167337,60949508,62762404,64052618,65405796,67282401,69374710,71775455,74261716,76878682,79606748,82770846,86125833,88828749,91232910,93860799,96528411,99222675,102020263,104874732,107842466,110893362,113745731,116104655,118065872,119914538,121660966,123307884,125260953,127651888,130195040,133031513,136153500,139515778,143111062
"Population ages 15-64, total",SP.POP.1564.TO,Palau,PLW,4530,4536,4559,4605,4676,4760,4863,5015,5209,5399,5593,5806,6035,6261,6414,6495,6556,6601,6635,6651,6708,6927,7246,7545,7832,8108,8423,8777,9115,9428,9749,10092,10435,10759,11066,11400,11808,12272,12740,13192,13517,13655,13730,13813,13910,13972,13956,13886,13779,13634,13454,13243,13005,12872,12848,12816,12777,12733,12677,12621,12573,12531,12476,12400
"Population ages 15-64, total",SP.POP.1564.TO,Panama,PAN,590216,606440,623432,641089,659559,678888,698889,719652,741265,763718,787062,811400,836807,863314,890915,919632,949487,980515,1012722,1045975,1080128,1115220,1151206,1187908,1225230,1263101,1301520,1340394,1379418,1418196,1457219,1496847,1536789,1577101,1617905,1659399,1701737,1744961,1789109,1833910,1878936,1924204,1969689,2015325,2061226,2107300,2152842,2197793,2242582,2287208,2331763,2376356,2421064,2466066,2511529,2557704,2604773,2652304,2699517,2746092,2789531,2829475,2869851,2911425
"Population ages 15-64, total",SP.POP.1564.TO,Papua New Guinea,PNG,1105478,1128256,1148635,1168538,1187954,1207037,1226791,1246839,1267350,1289156,1312487,1337693,1367429,1401980,1438839,1478181,1520011,1564146,1610179,1657569,1705857,1749634,1788804,1828352,1868363,1909053,1950596,1993592,2038059,2085916,2145157,2221431,2310590,2405781,2504309,2606129,2710969,2818830,2929623,3043447,3160220,3280097,3403659,3530879,3661721,3795879,3932974,4073022,4216927,4364506,4514741,4664961,4814562,4965192,5117012,5270364,5425017,5581006,5738060,5895498,6049603,6199812,6345851,6488069
"Population ages 15-64, total",SP.POP.1564.TO,Paraguay,PRY,933020,958395,984782,1010560,1035984,1062494,1089761,1118115,1147706,1178690,1211167,1246011,1284449,1325775,1369105,1413858,1459372,1505908,1553832,1603564,1655451,1709143,1764377,1820813,1877403,1934060,1990936,2047928,2105275,2163019,2221249,2280027,2339694,2400808,2464362,2531470,2602737,2677785,2755739,2835409,2914399,2987742,3053019,3117890,3185512,3252377,3317515,3380469,3442532,3505889,3574925,3649949,3726856,3803034,3876954,3948875,4018747,4086043,4150981,4214039,4277704,4340753,4398958,4456271
"Population ages 15-64, total",SP.POP.1564.TO,Peru,PER,5325368,5467561,5615609,5768910,5931033,6101847,6279155,6462941,6653878,6853134,7047101,7241884,7448520,7657809,7871126,8090390,8315633,8553884,8807642,9071385,9353736,9649274,9950663,10264365,10584823,10908306,11234726,11564566,11903488,12250585,12603593,12950297,13293806,13645441,14001561,14359099,14719887,15089855,15465494,15833821,16180405,16498228,16786650,17050215,17294639,17516930,17716943,17900308,18075074,18247534,18424636,18615402,18819636,19036512,19276936,19558781,19893868,20270676,20759621,21270229,21672269,22032819,22330236,22585144
"Population ages 15-64, total",SP.POP.1564.TO,Philippines,PHL,14008109,14413332,14823039,15257148,15716824,16201038,16705681,17230044,17768860,18312502,18886916,19505371,20147891,20810608,21504269,22248349,23018136,23787544,24554378,25306700,26046520,26783143,27534919,28319888,29137747,29984760,30857303,31748578,32660959,33591268,34545572,35521550,36518152,37555341,38639591,39755428,40909593,42095559,43283913,44476006,45631212,46731824,47839947,48968224,50128492,51324965,52547577,53838513,55206544,56592948,57948012,59285550,60614898,61925901,63232152,64627679,66094128,67521710,68903788,70261944,71618946,72925605,74220181,75552210
"Population ages 15-64, total",SP.POP.1564.TO,Poland,POL,18016186,18164949,18436194,18791002,19180281,19505716,19817592,20194041,20576909,20927782,21208613,21473819,21786087,22090640,22366109,22597278,22789948,22946418,23069644,23187013,23345419,23539855,23735300,23930817,24093967,24215120,24332200,24442324,24528173,24630450,24764298,24911597,25071370,25225455,25376674,25522188,25667217,25839020,26047030,26258283,26207082,26397266,26536166,26665100,26785845,26892993,26987088,27072534,27148245,27207210,27149441,27117387,26990755,26811365,26609308,26396251,26160735,25909730,25647760,25389267,25118729,24835510,24410950,24405465
"Population ages 15-64, total",SP.POP.1564.TO,Portugal,PRT,5559772,5609941,5641946,5658095,5654853,5608879,5539887,5487646,5449549,5391062,5350820,5338897,5335320,5347494,5435024,5648555,5809598,5875133,5949920,6033716,6125142,6209501,6277520,6337978,6395527,6441234,6473591,6502452,6528171,6552147,6577865,6605083,6632060,6659590,6693478,6731709,6768191,6805271,6842846,6883771,6932040,6972091,6995060,7005659,7005027,7003552,7008671,7018446,7021239,7014042,7002934,6976649,6928360,6865257,6802696,6754716,6710327,6667487,6635449,6619299,6611510,6641522,6653926,6702553
"Population ages 15-64, total",SP.POP.1564.TO,Post-demographic dividend,PST,476371292,480878911,486939361,493401273,499447237,504843169,510436403,516064527,521327814,526928861,532589063,539561599,545717358,551837820,558031416,564252154,570296973,576287667,582454283,589008816,595682421,602537312,609223007,615856624,621773774,626804683,631578500,636221603,640394862,644634615,648939863,653548954,657641020,661391973,664881961,668383315,672263776,676081794,679786602,683436953,687089600,690346258,693723013,697178270,700750771,704095462,707559801,711264149,714750724,717247114,719603086,720073724,720296376,720096549,720120128,720619096,720984012,720709655,720753795,720348019,720677925,718030871,713963475,714822743
"Population ages 15-64, total",SP.POP.1564.TO,Pre-demographic dividend,PRE,102346274,104545990,106825604,109115591,111411394,113799003,116296145,118881717,121593634,124408755,127318683,130302505,133307827,136481395,139941255,143585408,147330435,151300227,155727901,160371444,164649192,168308444,172240216,176716934,181443928,186357918,191295010,196391269,201600916,207142133,212653402,218163088,224677482,232032416,240373192,248579927,255409919,262251235,269866670,278034715,286285892,294751105,304000112,313658427,323330822,333382310,343419573,353025706,363487950,374894431,386410006,398459520,411046578,424047897,437454763,451057669,465168553,479934108,495177478,511035443,527651395,544624369,561889077,579843635
"Population ages 15-64, total",SP.POP.1564.TO,Puerto Rico,PRI,1239027,1274207,1315273,1356276,1392233,1420872,1443365,1459891,1474494,1493422,1524520,1566881,1615235,1665469,1712925,1755403,1793857,1829193,1863072,1894696,1926432,1959930,1991917,2021862,2050326,2078821,2109419,2140572,2170922,2199708,2228052,2253856,2277964,2306009,2336685,2366037,2398270,2425687,2444489,2460905,2470458,2477944,2484227,2489953,2495891,2498864,2494584,2484770,2473129,2459839,2446362,2416482,2384297,2354304,2313516,2269728,2221619,2162855,2071274,2064574,2111840,2087908,2049059,2029930
"Population ages 15-64, total",SP.POP.1564.TO,Qatar,QAT,19073,21732,25402,29624,34312,39398,45049,51428,58462,66048,73262,80468,88910,98563,109347,121105,133667,146927,160779,175091,189670,204305,218901,233467,248027,262607,274895,284681,294663,305322,316447,327851,339370,350890,362365,373772,385167,402940,428874,456934,485368,513837,542867,572561,595262,659270,821033,1026936,1220142,1371551,1462044,1532449,1610180,1715467,1873415,2055207,2212748,2308489,2348302,2364775,2301954,2226810,2227982,2246393
"Population ages 15-64, total",SP.POP.1564.TO,Romania,ROU,11956234,12038776,12127990,12244393,12381774,12528617,12741966,13047352,13287668,13459548,13638023,13783794,13885283,13930910,13936658,13947895,13928393,13894060,13905053,13897288,13896773,13947627,14138709,14457793,14708037,14869559,14986543,15071143,15144688,15227715,15302385,15243541,15184534,15229808,15265287,15290037,15295588,15278874,15255887,15251573,15267823,15106103,14895575,14851144,14820688,14764328,14679049,14444850,14173966,14007713,13873031,13765024,13676127,13600024,13501096,13365742,13208338,13041212,12872277,12720436,12579435,12438819,12464175,12520044
"Population ages 15-64, total",SP.POP.1564.TO,Russian Federation,RUS,76088231,76340403,77168526,78184065,79471730,80901515,81907346,82971138,83986617,85058199,86258275,87367727,88344423,89358948,90328705,91228491,92189225,93011841,93713455,94262206,94757737,95337859,95914646,96253203,96686902,97345944,97994077,98562305,98980150,99289304,99231224,99268918,99105121,98846453,98728734,98806224,98977823,99366205,100112219,100982065,101636477,102172930,102535245,102502717,102187213,101892381,101685150,101749088,102125130,102567082,102920842,102891234,102474593,101978973,101327189,100573713,99896104,99249796,98657042,98082305,97333802,96527233,95914417,95308454
"Population ages 15-64, total",SP.POP.1564.TO,Rwanda,RWA,1442242,1466355,1489136,1510345,1539935,1585248,1641140,1706060,1776501,1848450,1920769,1992108,2063495,2136834,2211611,2287491,2363550,2437805,2509635,2585540,2670656,2765335,2866333,2957862,3038303,3128948,3237303,3350032,3444730,3515573,3584110,3660965,3753317,3890304,3243702,2666211,3204368,3724355,3923851,4051365,4177794,4302754,4432743,4580983,4738488,4889558,5035413,5179966,5326653,5479430,5640377,5806317,5973842,6143966,6319263,6502508,6701091,6911283,7123249,7340174,7568496,7803465,8036935,8268381
"Population ages 15-64, total",SP.POP.1564.TO,Samoa,WSM,52604,53709,54768,55923,57119,58392,59674,60942,62259,63608,65079,66659,68322,70046,72047,74323,76613,78629,80321,81926,83474,84983,86423,87718,88867,89871,90731,91500,92124,92575,92949,93389,94111,95073,96037,96915,97710,98450,99159,99838,100501,100990,101481,102094,102668,103313,104323,105578,106826,108112,109408,110714,112043,113379,114644,115831,117048,118273,119470,120775,122640,125070,127229,129102
"Population ages 15-64, total",SP.POP.1564.TO,San Marino,SMR,9997,10250,10526,10820,11129,11433,11662,11867,12120,12117,11829,11800,12038,12364,12713,13007,13280,13529,13790,14067,14361,14673,14938,15151,15296,15413,15545,15603,15720,15958,16220,16470,16744,17028,17275,17477,17657,17862,18061,18254,18498,18843,19269,19660,19927,20189,20549,20791,20831,20931,21278,21908,22323,22356,22356,22424,22596,22762,22842,22877,22757,22560,22485,22468
"Population ages 15-64, total",SP.POP.1564.TO,Sao Tome and Principe,STP,43166,42538,41303,40236,39330,38596,38069,37768,37663,37697,38190,39100,40004,40903,41843,42862,43997,45239,46554,47870,49082,50152,51047,51890,52893,53870,54829,56028,57389,58760,60102,61394,62684,64072,65547,67096,68710,70397,72185,74050,75943,77844,79991,82354,84690,87026,89360,91674,93979,96309,98688,101118,103253,105093,106997,109000,111131,113389,115744,118235,121559,125391,129082,132836
"Population ages 15-64, total",SP.POP.1564.TO,Saudi Arabia,SAU,2144227,2208663,2280751,2356845,2439738,2533702,2635562,2744847,2863435,2991910,3133201,3293480,3478915,3688542,3915717,4123825,4313806,4524671,4758655,5013357,5290091,5586723,5902067,6238921,6593983,6963313,7344410,7736409,8140020,8552169,8972041,9392195,9808495,10220875,10656413,11107167,11546671,11985476,12416334,12833451,13243732,13652573,14059122,14463843,14859494,15502282,16413929,17349064,18299285,19263947,20108426,20755774,21333343,21901354,22448231,22977981,23568169,24270519,24999581,25696441,25760357,25603697,25938738,26362353
"Population ages 15-64, total",SP.POP.1564.TO,Senegal,SEN,1755519,1802485,1850132,1897640,1944089,1996594,2057807,2122257,2189157,2257849,2328066,2399552,2471896,2544675,2615105,2679296,2736217,2783378,2825265,2870326,2920477,2976512,3038468,3105924,3178958,3260323,3352698,3453856,3561069,3674158,3793158,3918053,4048043,4181470,4315503,4447398,4576403,4703705,4832279,4964961,5102974,5245951,5393548,5544640,5699074,5858718,6022403,6188958,6359242,6532629,6709671,6892159,7081224,7277456,7487751,7711881,7946265,8193488,8451771,8719458,9000711,9296026,9595171,9898917
"Population ages 15-64, total",SP.POP.1564.TO,Serbia,SRB,4493792,4542114,4585149,4625670,4665934,4702363,4737151,4762223,4788032,4807890,4824263,4848282,4864979,4875731,4887731,4901150,4928143,4951386,4976468,5007311,5045375,5103459,5160615,5209661,5245747,5266393,5288556,5299720,5304893,5306838,5306342,5305144,5335024,5370373,5388736,5302482,5283291,5252734,5222991,5199749,5176069,5152064,5130570,5106583,5083761,5061912,5039395,5017128,4995180,4975719,4955033,4912132,4878633,4830298,4770601,4712978,4668334,4628916,4586407,4541849,4493103,4443083,4332299,4299923
"Population ages 15-64, total",SP.POP.1564.TO,Seychelles,SYC,23132,23635,24079,24463,24812,25152,25484,25807,26149,26538,26999,27566,28467,29207,30059,31108,32171,33390,34016,34592,35162,35819,36308,36546,36968,37436,37828,39660,40121,40791,41480,42438,42912,44168,45730,46757,47825,48974,50516,51902,52754,53163,55180,54936,55147,55760,57290,57912,59504,60066,62131,60854,61632,62818,63814,65227,66006,66675,67176,67631,68061,68444,82411,82068
"Population ages 15-64, total",SP.POP.1564.TO,Sierra Leone,SLE,1326889,1348032,1370004,1390618,1408294,1426569,1446652,1467337,1488600,1510440,1533359,1556692,1580500,1605396,1630858,1656850,1683330,1711550,1742076,1774074,1807825,1842886,1879364,1918155,1958775,2000667,2047979,2101289,2156542,2209602,2296750,2323470,2281140,2276197,2284531,2287539,2297973,2326781,2348849,2359244,2414592,2558353,2707890,2820391,2919746,3003749,3076279,3151821,3240988,3341070,3447195,3555080,3665839,3781016,3901813,4025621,4154955,4289288,4424984,4561198,4698935,4839325,4981362,5125767
"Population ages 15-64, total",SP.POP.1564.TO,Singapore,SGP,874041,894555,916054,940018,968493,1000037,1036938,1075168,1112050,1151320,1193265,1238902,1285773,1333513,1380456,1427255,1471863,1516025,1558186,1600865,1642980,1743157,1836934,1872841,1918245,1931394,1942528,1985752,2050571,2125309,2219211,2285930,2357270,2422696,2507124,2589194,2696853,2791564,2898377,2939540,3004812,3085847,3110106,3070554,3126556,3223642,3347514,3514737,3740067,3892872,3987655,4070632,4161359,4226257,4286396,4337457,4373213,4340011,4315261,4311715,4246955,4029143,4117459,4271370
"Population ages 15-64, total",SP.POP.1564.TO,Sint Maarten (Dutch part),SXM,1349,1495,1680,1886,2105,2334,2578,2839,3112,3391,3674,3958,4269,4634,5040,5467,5899,6337,6770,7199,7638,8254,9239,10463,11753,13084,14448,15825,17202,18585,19976,21372,22396,22657,22527,22385,22235,22076,22119,22029,21643,21748,21980,22598,23439,23903,24247,24510,24610,24809,24679,24202,24834,26327,27673,29071,29706,29851,30386,31081,31710,32010,32073,32070
"Population ages 15-64, total",SP.POP.1564.TO,Slovak Republic,SVK,2508177,2575770,2603213,2634339,2664568,2696148,2732753,2771620,2810168,2848556,2875893,2903677,2941743,2975842,3003498,3029437,3057426,3083114,3107487,3132912,3161040,3196237,3234545,3270703,3296466,3313549,3328446,3343238,3362975,3388966,3420383,3440374,3459853,3493586,3530663,3566127,3598114,3629373,3660992,3693686,3719079,3743642,3771752,3795684,3817318,3836010,3852362,3866630,3878872,3884662,3882973,3880260,3873849,3859997,3842427,3821322,3794576,3763872,3732815,3703157,3675639,3643690,3654639,3659211
